c_01	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14	n_15	n_16	n_17	n_18	n_19	n_20	n_21	n_22	c_7	n_23	n_24	n_25	n_26	n_27
4053668892300323661	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1041474789426371161	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10645358857613978062	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7832418548294517768	14771401151246747869	6337530908799657458	165.514	30.8605	13036735028059624183	5891579635415268483	7941305549320701127	175	14771401151246747869	1438901030214	1	422.5	263.5	46	4	28256.5	2.5	302.5	556	1	1	21364	26075.5	50783.5	37225	135445	5971	1	1	6843963171864976598	1	1	1	187	13
17650099774788741095	14771401151246747869	17089004857331286805	183.128	47.6349	7728751497385427149	13440853133090939027	8494060603423735195	35.5	34453685010072459	1476565425455	1	71.5	703	1	578.5	620791	11.5	59.5	694	1	1	91597	22699	34388.5	111061	259742	3809.5	1	1	6843963171864976598	1	1	1	304	140.5
11483679507351461855	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16737007644166865642	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13969805531993004828	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
17550866329204481967	14771401151246747869	16020623782118324895	196.342	71.8846	16123571149398506648	442899559330408943	16256945696872958129	29.5	6843963171864976598	1488906151473	1	5.5	8.5	113.5	23.5	3587.5	1	145	3259	1	1	11615.5	27845.5	59339.5	126754	225552	3640	1	1	6843963171864976598	1	1	1	301	2.5
14469004952803168510	14771401151246747869	9773026300722614985	183.392	63.0239	17150304968680942545	9988402817863517735	8080533469335952745	37	6843963171864976598	1477485664099	1	1	2.5	13	1	1	1	17.5	1	1	1	283	104.5	26.5	43	454	35.5	1	1	6843963171864976598	1	1	1	1	1
5744186355486529643	14771401151246747869	15694656548661744051	1	1	10855837846870210727	14808939702743103928	17976383577365148815	62.5	6843963171864976598	1484671421202	1	1	2.5	11.5	1	8.5	1	1	1	1	1	341.5	745	37	164.5	1285	95.5	1	1	6843963171864976598	1	1	1	1	1
8447209810861051670	14771401151246747869	13052183550112605847	176.668	59.9287	17206023593600067121	NaN	8494060603423735195	1	14771401151246747869	1474623058258	1	124	16	170.5	1	8623	1	1	28	1	1	11834.5	17861.5	53018.5	81845.5	164557	859	1	1	6843963171864976598	1	1	1	106	1
6337063703607224641	14771401151246747869	1702696310057207949	171.54	53.104	3164121748884072765	NaN	3027499780234405913	38.5	15026583530804077823	1448755292324	1	5.5	133	428.5	8.5	1930	1	1	7	1	1	2543.5	1	487	529	3557.5	82	1	1	6843963171864976598	1	1	1	1	2.5
8850622040175012729	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13409397768034568040	14771401151246747869	9722599372422752642	171.741	54.0327	2990706663239105456	NaN	9203211364990347262	1	6843963171864976598	1482588386313	1	35.5	149.5	914.5	11.5	1156	1	85	428.5	1	1	124	32129.5	52373.5	52799.5	137424	1936	1	1	6843963171864976598	1	1	1	35.5	5.5
4453243599372194281	14771401151246747869	7265916326799606203	184.179	57.2327	4128629576873575394	NaN	5656685945142785391	1	6843963171864976598	1474474748389	1	139	2.5	2.5	1	998.5	1	7	22	1	1	5950	1189	29503	18530.5	55169.5	1336	1	1	6843963171864976598	1	1	1	31	1
6261097430225757494	14771401151246747869	5081243325421637396	187.609	65.7782	653497308671232054	NaN	16244310678531341320	1	6843963171864976598	1472446172398	1	20.5	37	479.5	1	731.5	1	169	1721.5	1	1	5653	9125.5	43268.5	52132	110176	1001.5	1	1	6843963171864976598	1	1	1	22	1
13509038969999902435	34453685010072459	16020623782118324895	164.926	42.3441	1824432279340238235	14033965379085100637	3027499780234405913	37	6843963171864976598	1466597628422	1	4	2.5	7	1	7	1	1	1	1	1	1	1	1	3806.5	3806.5	49	1	1	6843963171864976598	1	1	1	1	1
10399178816095597883	14771401151246747869	7265916326799606203	227.77	-49.691	16434866622844259699	NaN	5656685945142785391	34	6843963171864976598	1418175856200	1	1	1	1	1	1	1	2.5	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9488101314102954095	14771401151246747869	4327320840796792320	1	1	15327303923343906653	NaN	5656685945142785391	40	14771401151246747869	1477686954283	1	1	7	16	1	9428.5	1	329.5	782.5	1	1	26918.5	1813	7187.5	42734.5	78650.5	1496.5	1	1	6843963171864976598	1	1	1	8018.5	1
9878662368834415725	14771401151246747869	10211136965740185639	191.731	67.3422	3806027004690197823	NaN	5656685945142785391	35.5	14771401151246747869	1457414686311	1	1	1	1	1	1	1	1	1	1	1	170.5	1	1	1	170.5	11.5	1	1	6843963171864976598	1	1	1	1	1
4521953227701878238	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12011636786137877384	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9070099565395232042	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7993613604397664378	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11729079593680248665	14771401151246747869	843703376530195203	154.993	38.4984	774505192503637382	NaN	7941305549320701127	1	6843963171864976598	1460831937122	1	2.5	41.5	134.5	1	4	1	1	1	1	1	1	4	1	1	4	2.5	1	1	6843963171864976598	1	1	1	1	1
7813818531404810883	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14569147124701989931	14771401151246747869	3739297540869101894	157.369	46.857	13301720600350218719	11666915786961068307	5656685945142785391	41.5	6843963171864976598	1461877204116	1	1	1	2.5	1	1	1	8.5	1	1	1	1	8.5	1	1	8.5	2.5	1	1	6843963171864976598	1	1	1	1	1
12102951074403147664	14771401151246747869	7638001807695707609	175.74	48.6118	8378108768452697267	NaN	5656685945142785391	1	6843963171864976598	1469980701259	1	23.5	68.5	250	1	4526.5	1	13	8.5	1	1	13733.5	2534.5	6292	12386.5	34943.5	1457.5	1	1	6843963171864976598	1	1	1	1	11.5
11498470209636345717	14771401151246747869	18157558911085549354	-183.565	74.8502	13341188194239988294	14929800158931154892	9203211364990347262	1	6843963171864976598	1482820020247	1	1	155.5	19	149.5	18538	1	1	67	1	1	15703	62576.5	178614	12923.5	269814	1013.5	1	1	6843963171864976598	1	1	1	134.5	10
8433911570958322872	34453685010072459	6425626013630658999	166.599	32.7691	9567574830962345760	17015449044457980710	9508986070882694562	1	6843963171864976598	1459411106259	1	58	527.5	449.5	790	8078.5	1	1	7	1	1	1	1	1063	5551	6613	67	1	1	6843963171864976598	1	1	1	1	20.5
12637089641919504863	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6620255614359531576	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9235822469387299705	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1279966059885863728	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10684762047003601572	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5554301818777995054	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
18436086020599396611	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8741871188905372127	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4210762791925086042	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
917228045881926327	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7897204552488419031	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14915222074835477356	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11020305480326287687	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1215192875018017243	14771401151246747869	17089004857331286805	162.256	41.0904	5626319237535583073	16325114619400568309	3027499780234405913	40	6843963171864976598	1483105809284	1	53.5	4	22	1	509.5	1	4	329.5	1	1	4295.5	4267	13205.5	53170	74935	757	1	1	6843963171864976598	1	1	1	101.5	1
10594757792468919762	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
18086940370852530680	34453685010072459	4327320840796792320	172.773	57.9698	1903660851557760738	13871198517152104089	5656685945142785391	34	14771401151246747869	1457681365158	1	10	479.5	11.5	55	4550.5	1	8.5	1	1	1	1	178	9392.5	1328.5	10897	59.5	1	1	6843963171864976598	1	1	1	1	73
9235270197120636647	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10353035705800390005	14771401151246747869	6744551217456641875	115.261	59.3934	7685069979219340590	8460208998734832223	3027499780234405913	34	34453685010072459	1476188054272	1	301	200.5	577	160	14756.5	4	19	250	1	1	19556.5	479.5	15883	40778.5	76694.5	782.5	1	1	6843963171864976598	1	1	1	2615.5	59.5
5953012271017484677	14771401151246747869	4649142819871313777	178.833	38.4313	4648992534133883233	NaN	3027499780234405913	1	6843963171864976598	1478795800120	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.5	26.5	7	1	1	6843963171864976598	1	1	1	1	1
11702698856017893730	14771401151246747869	4619779255378358970	160.467	58.1815	15253248211262038743	10313988003225928381	16244310678531341320	29.5	15744588034618892817	1464756510293	1	26.5	179.5	427	11.5	947.5	1	142	998.5	1	1	175	1271.5	21973	42526	65942.5	1345	1	1	6843963171864976598	1	1	1	29.5	11.5
7583751495377320385	34453685010072459	1302322789487834240	176.745	59.6713	17206023593600067121	NaN	9203211364990347262	1	15744588034618892817	1461902301377	1	1	260.5	29.5	1	4301.5	1	7	239.5	1	1	7777	5240.5	17942.5	42061	73018	1303	1	1	6843963171864976598	1	1	1	131.5	43
7092054475018869654	14771401151246747869	16084154641202399645	157.106	46.9224	13301720600350218719	11666915786961068307	3027499780234405913	1	6843963171864976598	1460029467213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	151	1	1	6843963171864976598	1	1	1	1	1
15826209084529074074	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14241934681653409951	14771401151246747869	15694656548661744051	1	1	8235975695051530959	NaN	17976383577365148815	1	6843963171864976598	1471486185471	1	26.5	5.5	4	1	25	1	1	1	1	1	1	14.5	745	116.5	874	89.5	1	1	6843963171864976598	1	1	1	1	4
14624988371452353807	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2651562577066257463	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16790396588515654887	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3423640796058151408	14771401151246747869	8286680241381910257	151.324	39.431	12471062070605980947	18287832618552294197	10310062057855303007	35.5	14919582067413543358	1464263255118	1	1	265	7	11.5	121454	2.5	14.5	215.5	1	1	1925.5	152.5	7105	2804.5	11984.5	422.5	1	1	6843963171864976598	1	1	1	34	53.5
11305848991357682788	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8219416357300441890	14771401151246747869	8286680241381910257	170.53	36.602	11558186871292244826	9805379075566995561	9203211364990347262	2.5	15744588034618892817	1456818774482	1	1	61	124	1	16850.5	1	11.5	373	1	1	21938.5	1	20077	12677.5	54691	1105	1	1	6843963171864976598	1	1	1	164.5	1
15119905780039706300	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13017853173781277660	34453685010072459	15581449471719456830	161.207	40.9292	12012497998227712295	13941580923878329612	5083169309446148209	28	6843963171864976598	1486785006146	1	151	77.5	80.5	637	8.5	1	5.5	1	1	1	1	1	88	83.5	170.5	40	1	1	6843963171864976598	1	1	1	1	20.5
6434873191690134170	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14266704313732776849	34453685010072459	7265916326799606203	182.7	47.9547	12855404259964902474	11022733714584056515	5656685945142785391	38.5	34453685010072459	1477113107208	1	286	4322.5	73	1	4456	1	1	1	1	1	1	475	2704	29002	32179	647.5	1	1	6843963171864976598	1	1	1	1	151
7069413275698873008	34453685010072459	16291539714693798743	180.138	54.0636	11933963788288939103	NaN	8146055994240252581	1	6843963171864976598	1489918330206	1	11.5	1	2.5	1	1	1	1	1	1	1	1	112	1	212.5	323.5	11.5	1	1	6843963171864976598	1	1	1	1	1
13331257399482333224	14771401151246747869	10467070217667796302	160.641	45.7479	9635603008648383983	NaN	8494060603423735195	1	6843963171864976598	1472049818112	1	13	20.5	5.5	16	32698	1	8.5	811	1	1	11876.5	25181.5	10793.5	124794	172642	2650	1	1	6843963171864976598	1	1	4	4034.5	2.5
16436656046618779802	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12985978436920216168	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
18181715175812772753	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11635464509894286719	14771401151246747869	14938565201320118594	155.167	38.4082	774505192503637382	NaN	16256945696872958129	1	6843963171864976598	1473091261370	1	1	5.5	14.5	1	67	1	1	1	1	1	382	43	1	226	649	25	1	1	6843963171864976598	1	1	1	13	1
7285436464920442462	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2121014370757446988	34453685010072459	13698784868731380521	182.89	43.9998	4553890718153198301	NaN	8494060603423735195	1	6843963171864976598	1439380679384	1	350.5	83.5	65.5	1	34	4	883	1	1	1	1	662.5	4271.5	9299.5	14231.5	214	1	1	6843963171864976598	1	1	1	1	7
2314681699180306759	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
17317065603442516253	34453685010072459	10042331214081538537	1	1	6084327807447204038	NaN	16256945696872958129	1	6843963171864976598	1486038980393	1	86.5	29.5	32.5	301	757	7	10	802	1	1	13325.5	11317	33436	137029	195104	1490.5	1	1	6843963171864976598	1	1	1	196	5.5
7295398924350697583	14771401151246747869	10042331214081538537	170.845	34.0372	12844290417760759985	NaN	5083169309446148209	1	6843963171864976598	1478957104138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	169	169	5.5	1	1	6843963171864976598	1	1	1	1	1
7707957319478415371	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10990275283803377115	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2810911902273703407	14771401151246747869	9314181307377876483	164.688	35.8125	10907634606554490072	NaN	5083169309446148209	1	6843963171864976598	1487165733396	1	46	7	20.5	1	323.5	1	19	119.5	1	1	17086	25360	48862	66002.5	157308	2582.5	1	1	6843963171864976598	1	1	1	226	1
1952236625890617654	14771401151246747869	11740872891748772811	174.446	52.6399	4490492612620375099	9967942378838278611	16244310678531341320	34	6843963171864976598	1481976688217	1	1	1	17.5	1	8.5	1	1	1	1	1	565	461.5	427	484	1934.5	175	1	1	6843963171864976598	1	1	1	1	1
9311544965910714431	14771401151246747869	3659863142344469883	181.267	46.2884	7821691606952319426	5551352028430271256	16061938699691906071	38.5	6843963171864976598	1466411510215	1	1	32.5	37	58	85964.5	1	1	32.5	1	1	1	604	292	2575	3469	16	1	1	6843963171864976598	1	1	1	1	2.5
10472127636417683815	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
17618119731200757669	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13439056344836594549	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15551548500293153105	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14979916644956257693	14771401151246747869	1702696310057207949	175.697	60.944	6220772307398391706	13871198517152104089	18320971304580067817	1	6843963171864976598	1460195574305	1	1	109	59.5	683.5	1213	1	10	88	1	1	1	649	1880.5	13453	15980.5	343	1	1	6843963171864976598	1	1	1	1	20.5
14051380912601829058	14771401151246747869	11688242896569479644	119.617	60.7997	9506322673987482022	9967942378838278611	8494060603423735195	41.5	17280693952210522585	1472135759149	1	49	191.5	82	1	988	1	8.5	308.5	1	1	31249	578.5	16249	12370	60443.5	908.5	1	1	6843963171864976598	1	1	1	196	28
1508456009710125576	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15808465060335001724	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
4531697612770904554	14771401151246747869	3490043068764307590	-118.181	66.5716	6195245775660337588	NaN	5656685945142785391	38.5	15026583530804077823	1426000135104	1	37	31	37	118	2383	1	160	2392	1	1	75395.5	103093	17804.5	38959	235249	482.5	1	1	6843963171864976598	1	1	1	83.5	8.5
12188933073080260639	14771401151246747869	4912527448905724491	174.616	57.0415	13983826851505308190	NaN	9203211364990347262	1	6843963171864976598	1486041492276	1	119.5	1	73	1	215.5	1	1	80.5	1	1	1951	21043	16819	36035.5	75845.5	1229.5	1	1	6843963171864976598	1	1	1	31	1
1616982635846952266	14771401151246747869	3875281194045982152	115.011	60.1857	7685069979219340590	7854625773188565986	3505775830221100817	1	6843963171864976598	1471247373148	1	1	137.5	58	1	4340.5	1	1	31	1	1	328	13	4978	5149	10465	131.5	1	1	6843963171864976598	1	1	1	71.5	31
18110202088542685144	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15777118532447828653	14771401151246747869	14598088572018628957	172.796	52.7069	11830957256725426636	NaN	9203211364990347262	1	6843963171864976598	1465290345127	1	92.5	32.5	199	1	76	1	1	1	1	1	62908	36092.5	2933.5	10547.5	112478	5794	1	1	6843963171864976598	1	1	1	1	1
5233387567468023858	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2032683220767616076	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1679278198787253225	14771401151246747869	6084453210604472226	163.584	34.9504	10907634606554490072	9805379075566995561	16256945696872958129	40	6843963171864976598	1461766115293	1	1	19	13	1	25	1	1	1	1	1	1	1	19	1	19	2.5	1	1	6843963171864976598	1	1	1	1	1
1387382233997970096	14771401151246747869	3659863142344469883	186.69	62.914	17102494430801704931	12664773472093406816	5656685945142785391	43	34453685010072459	1482922488308	1	5.5	340	259	47.5	39334	4	326.5	674.5	1	1	47.5	11495.5	14462.5	113852	139855	886	1	1	6843963171864976598	1	1	1	1324	151
2681867155814571329	34453685010072459	5983057599245695374	185.473	62.6225	4653498299011253430	5701778913501848846	5656685945142785391	34	6843963171864976598	1487159397453	1	32.5	13	34	1	2876.5	1	1	152.5	1	1	124016	8701	38819.5	360973	532507	2084.5	1	1	6843963171864976598	1	1	1	328	1
5738492831187417044	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5151826983392497529	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11101126148556476676	14771401151246747869	3659863142344469883	183.816	45.8628	8468386338883583967	NaN	5656685945142785391	38.5	6843963171864976598	1423939696240	1	1	1	19	1	1	1	1	1	1	1	1	1	1	152.5	152.5	25	1	1	6843963171864976598	1	1	1	1	1
13069868695235371246	34453685010072459	7847479332555850611	158.096	46.9439	13301720600350218719	11666915786961068307	3027499780234405913	37	6843963171864976598	1466236876281	1	112	13	5.5	8.5	1	2.5	1	1	1	1	1	1	1	1	1	56.5	1	1	6843963171864976598	1	1	1	1	2.5
8368691533754399293	34453685010072459	1302322789487834240	164.396	41.8586	1824432279340238235	NaN	5656685945142785391	38.5	6843963171864976598	1463585613299	1	574	880	64	6067	13862.5	1	1	28	1	1	7306	1886.5	2821	17062	29072.5	476.5	1	1	6843963171864976598	1	1	1	10	148
5160933219001803672	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12767679313503524114	14771401151246747869	7450735245033720970	190.05	65.6001	3806027004690197823	NaN	16256945696872958129	1	6843963171864976598	1489972496200	1	8.5	1	7	1	8.5	1	1	11.5	1	1	1	3974.5	773.5	1	4747	76	1	1	6843963171864976598	1	1	1	1	1
2200529827610541541	34453685010072459	2329287311852916947	162.09	52.7961	16528269875981444674	8597423942596510645	8146055994240252581	34	15744588034618892817	1461906484302	1	2.5	1657	22	6116.5	28691.5	2.5	100	493	1	1	11582.5	13375	21415	42737.5	89107	2032	1	1	6843963171864976598	1	1	1	200.5	151
854693602068655419	34453685010072459	3875281194045982152	158.215	46.5225	4485272277377662183	11666915786961068307	5083169309446148209	29.5	6843963171864976598	1488990607280	1	1	2.5	14.5	1	59.5	1	4	56.5	1	1	1360	643	10928.5	10163.5	23092	130	1	1	6843963171864976598	1	1	1	20.5	1
12304096159343294154	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14672152347444651228	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5091719735886446816	14771401151246747869	1211708088168248451	183.657	59.6189	567940193888357937	4947549168970771844	7941305549320701127	38.5	6843963171864976598	1489561294479	1	122.5	1	20.5	1	71.5	1	1	41.5	1	1	1	2167	2783.5	8506	13454.5	313	1	1	6843963171864976598	1	1	1	32.5	1
