c_02	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14
11223365568605875258	34453685010072459	5123435176060886084	170.551	36.5752	11558186871292244826	NaN	3027499780234405913	1	6843963171864976598	1464258449099	2.5	187	14.5	271	1	1	1	1154.5	25	1	1
4636370299173934652	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5110621275408962362	14771401151246747869	2039133095736231413	168.816	45.7903	1640512849036028345	NaN	9508986070882694562	1	6843963171864976598	1471551935148	2.5	79	2.5	101.5	8.5	1	1	91	10	91	1
2259974321780669609	34453685010072459	10983941772841200819	169.409	46.4982	1640512849036028345	1746164263205610366	9203211364990347262	26.5	6843963171864976598	1484711869456	2.5	140.5	14.5	451	5.5	17.5	113.5	286	13	242.5	1
9284453472720652557	14771401151246747869	14544019838051856155	176.962	48.8089	6353108568278590683	15327311328677242761	8494060603423735195	40	6843963171864976598	1486452920321	2.5	61	4	2.5	1	1	1	2.5	2.5	1	1
17696160785235626303	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12527678716799378012	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13701935962188845520	14771401151246747869	3659863142344469883	181.085	48.6844	736655387931501070	201306070313696672	9203211364990347262	37	6843963171864976598	1460739684207	2.5	356.5	247	611.5	20522.5	1	115	5188	55	353.5	1
7553034515614236734	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10377512629388979118	34453685010072459	4660484954393955857	174.859	43.9936	18333545852832717167	9170749289117677508	7941305549320701127	32.5	6843963171864976598	1465620619397	2.5	263.5	73	148	13	4	1	155.5	37	1	1
4794610674826300665	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6626945639254763217	34453685010072459	645805385508973343	175.416	60.9371	6220772307398391706	1828338235877418371	16256945696872958129	1	6843963171864976598	1479744815302	2.5	47.5	31	244	1	1	1	68.5	11.5	1	1
16538832871194508902	34453685010072459	15915721504916191905	173.278	51.5638	7767233736704812458	7860320755551139794	16256945696872958129	25	14771401151246747869	1482135098294	2.5	167.5	44.5	154	1	4	65.5	77.5	14.5	4	1
3825564335290080537	14771401151246747869	7740711227968052147	183.185	47.8374	7728751497385427149	17066871759867565407	8080533469335952745	34	6843963171864976598	1483774018195	2.5	101.5	32.5	278.5	1345	1	124	88	11.5	178	1
4428061052718774812	34453685010072459	3875281194045982152	197.376	69.7342	16378792384088648644	NaN	5656685945142785391	1	6843963171864976598	1485934201464	2.5	7	1	11.5	1	1	1	11.5	2.5	1	1
3389109107190373105	14771401151246747869	5228007527063844925	173.089	51.4494	7767233736704812458	NaN	16244310678531341320	1	6843963171864976598	1489415390449	2.5	1	2.5	1	8.5	1	1	1	1	1	1
14910174430965343366	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1499328382368445477	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3171153275603333468	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13199806241327244613	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6452571134457992041	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5310884941561826828	34453685010072459	12574667121135963298	1	1	14145384943729693031	17066871759867565407	5656685945142785391	1	6843963171864976598	1461023979213	2.5	791.5	74.5	33490	13268.5	20.5	335.5	6700	115	4376.5	10
10393419023015624847	14771401151246747869	3659863142344469883	190.951	66.6661	3806027004690197823	9315233864303683580	5656685945142785391	40	14771401151246747869	1465189701184	2.5	11741.5	43	32057.5	36785.5	1	344.5	123596	151	37147	13
7086546542504579888	34453685010072459	2586352587408419994	157.284	47.2346	13301720600350218719	11666915786961068307	9203211364990347262	28	6843963171864976598	1475298927126	2.5	187	16	1	1	1	1	392.5	41.5	178	1
16432723226406737694	34453685010072459	4327320840796792320	179.776	56.0845	18124316522908287676	18213252083281145316	5656685945142785391	29.5	6843963171864976598	1483526002186	2.5	5035	46	8185	36059.5	1	1	717176	151	506.5	5.5
11143882183263041418	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2673956683773267364	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15592357040880561997	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6570132917249619904	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14593601528760693834	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8935541602763109733	34453685010072459	3659863142344469883	115.006	60.1737	7685069979219340590	NaN	5656685945142785391	32.5	6843963171864976598	1462862527225	2.5	284.5	35.5	346	3451	1	1	6971.5	79	731.5	1
3002444589244230782	34453685010072459	3659863142344469883	190.95	66.6664	3806027004690197823	9315233864303683580	16256945696872958129	29.5	6843963171864976598	1467448288353	2.5	1138	4	2573.5	15308.5	1	53.5	18236.5	151	944.5	2.5
2774976794187487041	14771401151246747869	17089004857331286805	151.257	39.5495	12471062070605980947	11163705707204958638	8494060603423735195	29.5	6843963171864976598	1482666381376	2.5	29.5	35.5	1	8.5	1	1	1	1	1	1
6256013726034289479	34453685010072459	16429264127763712662	159.647	40.9643	7219839249627354230	4910402426553403795	8146055994240252581	31	6843963171864976598	1489332543232	2.5	31	19	434.5	11.5	1	8.5	275.5	11.5	322	1
9187444582673924214	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16378700974415875150	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17629474281674885361	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2660300177402812552	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2077078867935819579	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1484289520123266107	14771401151246747869	196881150166146685	169.881	57.1357	9920463501093110877	10251895242473186797	9203211364990347262	34	14771401151246747869	1455989956278	2.5	3548.5	10	112	925531	4	85	81344.5	151	380.5	7
15872697234010569335	14771401151246747869	7265916326799606203	179.869	56.0444	18124316522908287676	18213252083281145316	16244310678531341320	38.5	6843963171864976598	1458015643152	2.5	52	22	407.5	15445	4	388	167.5	17.5	239.5	1
17867081100328820087	14771401151246747869	8286680241381910257	175.612	61.0941	6220772307398391706	13871198517152104089	9203211364990347262	32.5	14771401151246747869	1460797595103	2.5	430	169	1	28312	11.5	1021	1177	71.5	1	1
8989066518149147259	34453685010072459	8286680241381910257	176.582	56.5161	8368477156682922943	10334623993179531495	16244310678531341320	28	6843963171864976598	1465209567272	2.5	1	1	1	1	1	1	1	1	1	1
4592045424456740524	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16750221973745356716	34453685010072459	8980375029874169620	181.533	55.1356	17465306663676244936	12755145710545977312	16256945696872958129	37	6843963171864976598	1474465029352	2.5	76	74.5	4	3571	1	1	436	16	4	1
8885291414033450615	14771401151246747869	17089004857331286805	171.616	35.2126	7555030694101606672	412128607081322653	3027499780234405913	37	6843963171864976598	1480681140331	2.5	83.5	127	22	91	1	1	20.5	4	1	1
10929029645022474321	14771401151246747869	10042331214081538537	172.436	46.9128	18312104889363715121	3542947390457618420	16256945696872958129	34	6843963171864976598	1484318535335	2.5	40	49	305.5	620.5	4	35.5	113.5	5.5	1	1
4054334954969337220	34453685010072459	1302322789487834240	160.426	46.5102	4634343402597220142	17492242597013775241	8494060603423735195	29.5	6843963171864976598	1489732925198	2.5	26.5	2.5	89.5	8.5	1	32.5	53.5	10	86.5	1
2042456159807039921	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12930985702612209594	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4209218105638283776	34453685010072459	3659863142344469883	181.171	45.0162	18166872210092895898	NaN	5656685945142785391	40	14771401151246747869	1437140348336	2.5	847	395.5	1	10	22	526	1	1	1	1
5426805622763428260	14771401151246747869	1702696310057207949	158.291	40.8727	12582992406218851099	4770050492792590248	16244310678531341320	31	6843963171864976598	1464077725436	2.5	211	85	85	22672	1	10	4664.5	25	2.5	1
10986233239557579171	34453685010072459	6596180833090593378	168.679	56.2728	9920463501093110877	13871198517152104089	8494060603423735195	1	6843963171864976598	1465995196248	2.5	163	5.5	50.5	23.5	1	1	11.5	13	1	1
4130579259982041912	14771401151246747869	4508042809385370800	175.703	61.0406	6220772307398391706	13871198517152104089	5656685945142785391	37	6843963171864976598	1474645762164	2.5	61	40	1	8.5	2.5	47.5	1	1	1	1
15738772750562781574	34453685010072459	15581449471719456830	160.993	46.5451	4634343402597220142	17492242597013775241	8621805764257039119	23.5	6843963171864976598	1478411969436	2.5	62.5	4	35.5	1	5.5	107.5	17.5	8.5	7	1
10757882297257210487	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17302350965095887708	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3389428223130167208	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10036914406613739154	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18301825479187037733	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5570311373098576865	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9735524436636907840	34453685010072459	1792952751539766021	176.42	48.2049	8378108768452697267	NaN	3027499780234405913	43	6843963171864976598	1446912066297	2.5	271	44.5	272.5	262	4	98.5	226	16	37	1
7671234405739399955	34453685010072459	7265916326799606203	1	1	6220772307398391706	NaN	9203211364990347262	1	14771401151246747869	1460207429308	2.5	22585	58	694	41894.5	5.5	53.5	79589.5	151	4088.5	23.5
18073289465109100199	34453685010072459	4508042809385370800	1	1	6220772307398391706	18011971341603704526	5656685945142785391	34	6843963171864976598	1460388317445	2.5	898	2.5	25	90188.5	4	49	16369	151	1	1
4089593000507828391	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10381272691771965054	14771401151246747869	16498594452945528807	182.425	49.0523	18229522800004884422	7779226729240868338	11971494699003882530	38.5	14771401151246747869	1462342364405	2.5	191.5	95.5	3550	1085.5	1	65.5	2849.5	62.5	3182.5	1
11564896773739897138	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17466219867301160630	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16484969749922746486	14771401151246747869	843703376530195203	162.102	45.567	9635603008648383983	14805553423432444691	7941305549320701127	49	14771401151246747869	1424218618393	2.5	545.5	10	107.5	1	91	1588	34	19	1	1
6465932813427690382	34453685010072459	15918897007850920178	174.25	59.2946	6828291961868330005	7607317892741749978	17380934457458174105	38.5	14771401151246747869	1458205112436	2.5	955	115	1	18409	1	1	14768.5	148	1	1
9231269292432551520	34453685010072459	3659863142344469883	175.46	60.8991	6220772307398391706	13871198517152104089	5656685945142785391	25	6843963171864976598	1462025985387	2.5	1787.5	22	2582.5	565	1	1	52855	136	1	1
8750288698892420333	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17857939603468855886	34453685010072459	7265916326799606203	179.773	40.0978	6581091557036131177	NaN	5656685945142785391	1	6843963171864976598	1471509438489	2.5	29.5	1	29.5	1	1	1	17.5	8.5	1	1
12720743447820548556	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5934042696536306265	14771401151246747869	8875622890552578826	171.855	35.1263	15327303923343906653	11171414076345299985	3027499780234405913	44.5	6843963171864976598	1488036094197	2.5	13	53.5	1	8.5	1	7	1	1	1	1
3766393337851594341	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3760005547015718196	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14309812776972291095	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10669873334962475161	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8343033247737045182	14771401151246747869	15694656548661744051	182.891	43.1654	4553890718153198301	18251273382617590893	8494060603423735195	34	14771401151246747869	1463223901133	2.5	956.5	202	103	662460	5.5	25	42880	151	3110.5	4
792570627921296429	34453685010072459	3659863142344469883	160.251	58.7193	15253248211262038743	7430774141841853336	5656685945142785391	34	6843963171864976598	1480001020212	2.5	3316	55	4	202	2.5	14.5	946	151	7	1
14800167407886529232	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13686494224373685706	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5821478265076327442	14771401151246747869	7638001807695707609	187.197	62.3925	17143406488156090195	NaN	5656685945142785391	38.5	6843963171864976598	1457412407283	2.5	682	8.5	353.5	850222	1	4	21091	95.5	2.5	1
8132156510440784841	34453685010072459	4327320840796792320	175.428	60.8865	6220772307398391706	13871198517152104089	5656685945142785391	1	14771401151246747869	1458188123160	2.5	20765.5	92.5	1442.5	481538	8.5	50.5	463008	151	57629.5	34
4476939836233431172	14771401151246747869	1302322789487834240	114.982	60.1916	7685069979219340590	8460208998734832223	3027499780234405913	31	6843963171864976598	1463636534477	2.5	187	4	337	91	1	2.5	92.5	16	4	1
8061191994763537288	34453685010072459	11420395375523101194	183.453	64.0332	12597368311570085481	16874085304234683492	16244310678531341320	173.5	6843963171864976598	1465827244409	2.5	194.5	29.5	1004.5	485.5	1	623.5	547	16	115	1
12825133199101125846	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6150400267123036930	14771401151246747869	10081650206047489431	161.098	40.8747	12012497998227712295	NaN	5083169309446148209	1	6843963171864976598	1486046117414	2.5	35.5	170.5	1	8.5	1	1	1	1	1	1
555524112543688045	34453685010072459	12203896344742029760	174.03	40.4962	9186049091958010937	13600043566216488693	8146055994240252581	5.5	6843963171864976598	1486300494364	2.5	211	4	1	85	20.5	182.5	1193.5	61	352	1
17871714009997774028	34453685010072459	8875618057464822515	190.98	69.6208	15216595036825075434	4917760999762945309	3027499780234405913	40	6843963171864976598	1486964133329	2.5	212.5	86.5	286	569.5	1	11.5	127	26.5	26.5	1
6313049301809240484	14771401151246747869	7638001807695707609	-119.244	40.9263	14525168641408637491	NaN	5656685945142785391	1	6843963171864976598	1488676863380	2.5	14.5	37	8.5	1745.5	1	35.5	8.5	2.5	1	1
13368257930328191998	34453685010072459	8532349628191568429	156.592	38.5796	11859494731886788933	12289579605623167507	8146055994240252581	31	6843963171864976598	1489028035204	2.5	142	107.5	91	1297	1	194.5	388	34	1067.5	1
18141006902456355595	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3917820179165129380	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18336454481187010817	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2621211802555694986	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1163155400444395319	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3404487818097468039	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7800435487875714981	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2589175111366515532	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5859578351797443975	14771401151246747869	3484004158094682932	188.628	66.9555	2484761860878820743	18251273382617590893	8494060603423735195	31	6843963171864976598	1474452478333	2.5	50.5	13	1	8.5	1	1	1	1	1	1
9148736235738781727	34453685010072459	7516262377331005804	164.406	52.4068	4994850094228056084	16923536900262257015	9728979009671476297	38.5	6843963171864976598	1481800059340	2.5	488.5	160	103	1540	1	13	1931.5	107.5	41.5	1
16175366321823322562	14771401151246747869	17089004857331286805	180.158	63.8603	16397088039697818795	12664773472093406816	8494060603423735195	31	14771401151246747869	1485018971457	2.5	365.5	73	20.5	1144	1	4	2084.5	142	259	1
4002487671447464674	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13565502104378924564	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2511554400859103128	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9788382932194863985	34453685010072459	15694656548661744051	154.609	39.3	10059247646710719605	16327821536086254048	5656685945142785391	26.5	6843963171864976598	1446479881175	2.5	1	1	1	1	1	1	1	1	1	1
17249601108980837037	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6645038238966640467	34453685010072459	7265916326799606203	176.827	59.6877	17206023593600067121	11058795760867858417	5656685945142785391	40	6843963171864976598	1465046677363	2.5	1	1	1	1	1	1	1	1	1	1
4843097160949529367	34453685010072459	1302322789487834240	165.243	46.4238	16096423384998067789	11851809608250787413	8494060603423735195	35.5	14771401151246747869	1486019173343	2.5	5606.5	22	5218	50717.5	4	188.5	109008	151	9806.5	52
15572726298216711110	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5161113419795892608	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
15449687298783733599	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
872037542846060887	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14625425765930686536	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6774211038929113550	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1233546772771671226	34453685010072459	17089004857331286805	121.387	62.7337	15269012993848206518	13871198517152104089	5656685945142785391	1	14771401151246747869	1460641793199	2.5	2258.5	257.5	2356	2167	11.5	146.5	1685.5	151	1	1
15503348447565641278	34453685010072459	3659863142344469883	157.464	38.3401	11859494731886788933	9170749289117677508	5083169309446148209	34	6843963171864976598	1472510963309	2.5	56.5	17.5	1	8.5	1	1	91	8.5	1	1
351825238733342416	34453685010072459	15581449471719456830	174.33	54.5306	4576015824904017218	NaN	17976383577365148815	1	6843963171864976598	1473159162101	2.5	47.5	82	115	8.5	14.5	4	91	7	31	1
1140436659261218851	34453685010072459	10561729390725307796	176.149	36.4432	16173491599923271556	NaN	18039304162397308428	1	6843963171864976598	1473420509264	2.5	295	125.5	451	8.5	14.5	88	100	17.5	1	1
3277268105022996762	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
1082399966499375071	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
769599698181756945	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13554860789158293216	34453685010072459	16020623782118324895	175.767	48.5979	8378108768452697267	13871198517152104089	16256945696872958129	1	6843963171864976598	1469367237433	2.5	1	1	1	1	1	1	1	1	1	1
7864573651323564361	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2101982337215507040	34453685010072459	16020623782118324895	186.186	62.71	6364529877158533428	35449646366330138	16244310678531341320	1	6843963171864976598	1474424941299	2.5	103	25	925	575.5	2.5	38.5	1535.5	37	854.5	2.5
5259267601789985999	34453685010072459	7265916326799606203	162.383	54.8887	3748805859530302339	NaN	5656685945142785391	1	6843963171864976598	1489737629260	2.5	2.5	1	4	1	7	28	4	2.5	1	1
11464297685141444301	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17085770292295816814	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17224483816280533143	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3184423663354232378	14771401151246747869	2039133095736231413	162.089	34.5798	11851432891717789825	NaN	9203211364990347262	25	6843963171864976598	1438537011389	2.5	62.5	59.5	1	104.5	2.5	1	1	1	1	1
168890374616375414	34453685010072459	3659863142344469883	171.067	35.5786	16870020786991271308	9805379075566995561	3027499780234405913	1	6843963171864976598	1460471583392	2.5	1264	73	3155.5	2854	50.5	2777.5	10162	151	2476	7
16138762844891037481	34453685010072459	4327320840796792320	168.046	46.9909	15791371522199092581	8460208998734832223	5656685945142785391	31	14771401151246747869	1462539722163	2.5	1070.5	104.5	34	43343.5	1	1	141697	151	1	1
10610196518617271077	34453685010072459	4327320840796792320	176.796	60.3056	17206023593600067121	11058795760867858417	5656685945142785391	34	14771401151246747869	1462704507335	2.5	15908.5	13	1915	4687	1	7	76204	151	593.5	1
7282022109762285250	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12900976647874080268	34453685010072459	7458998614355762295	156.985	46.8649	13301720600350218719	NaN	3027499780234405913	29.5	6843963171864976598	1465904930289	2.5	6497.5	31	440.5	1333	1	1	5990.5	151	1	1
13515367051480993689	34453685010072459	2586352587408419994	175.44	35.5395	5810170163192060640	NaN	5656685945142785391	1	6843963171864976598	1468070354162	2.5	77.5	22	635.5	2548	1	1	1448.5	19	8.5	1
11972649544682561849	34453685010072459	7265916326799606203	-182.545	72.3002	18320408295167649811	9408471118722577717	5656685945142785391	29.5	6843963171864976598	1414037145220	2.5	13546	8.5	898	67295.5	11.5	49	174115	151	130	1
4784014806803973802	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5890133440123457529	34453685010072459	10211136965740185639	172.191	46.9335	18312104889363715121	9805379075566995561	5656685945142785391	32.5	14771401151246747869	1457075412324	2.5	350.5	127	1	320.5	1	1	1102	56.5	172	1
12897142470009865562	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5381461265203726252	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11479452591773634877	14771401151246747869	93026412643587012	183.663	48.0075	7728751497385427149	1475935347706057215	16256945696872958129	37	6843963171864976598	1463033031454	2.5	67	232	1	20.5	11.5	49	1	1	1	1
13871876849565919921	14771401151246747869	12952811903422411247	185.137	72.9785	8232609850528444708	13272322914866943835	3027499780234405913	173.5	6843963171864976598	1472958231404	2.5	101.5	40	1	1	1	1	1429	26.5	1	1
11784542639830520062	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16606856145139027708	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18253265810139062041	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18183444184922799226	14771401151246747869	4327320840796792320	175.623	60.8143	6220772307398391706	NaN	5656685945142785391	35.5	6843963171864976598	1445518504385	2.5	8.5	22	1	2.5	1	2.5	1	1	1	1
1205004078481000692	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18229803433831998183	14771401151246747869	3510303140463137969	140.785	64.4824	5783462658087522367	1436941090436192402	16244310678531341320	35.5	6843963171864976598	1457936270441	2.5	20.5	70	1	1169.5	4	19	1	1	1	1
18321815379488143674	14771401151246747869	8410501586956965497	180.704	62.2198	10750116466499321167	NaN	5656685945142785391	37	6843963171864976598	1461982787110	2.5	1921	1972	22	286004	1	119.5	13333	151	1	1
5272690030868352019	34453685010072459	7265916326799606203	178.057	37.8459	17188042325796387627	NaN	16256945696872958129	1	14771401151246747869	1470055598488	2.5	52	31	11.5	8.5	2.5	23.5	5.5	7	1	1
5273979521207122199	14771401151246747869	4660484954393955857	121.471	62.707	15269012993848206518	2031765815466976654	5083169309446148209	37	6843963171864976598	1472918964315	2.5	26.5	46	1	505	1	1	1	1	1	1
11102368794191956674	34453685010072459	3659863142344469883	183.691	59.5745	567940193888357937	12193637697397488204	5656685945142785391	41.5	6843963171864976598	1476962129341	2.5	97	46	380.5	188.5	1	1	160	19	7	1
