c_02	n_1	n_2	n_3	n_4	n_5	n_6	n_7	n_8	n_9
5757066814622964622	2854	14.5	110.5	394	1561	791.5	1	1	1
18328826462914119977	85120	55	4015	9902.5	42781	28424.5	61	1	1
1740618523644535386	174385	113.5	1	21344.5	80324.5	72718	4970.5	1	1
6288469251766351813	1	1	1	1	1	1	1	1	1
7039057747233482410	1	1	1	1	1	1	1	1	1
17792362826488250036	193282	53.5	136258	1	12722.5	44303.5	2440	1	1
3272000238466966647	5524	2.5	1	1	1	5524	1	1	1
6571023256395205486	1	1	1	1	1	1	1	1	1
5662619423207481862	1	1	1	1	1	1	1	1	1
17889229335691986657	24298	76	1702	4639	6760	11200	137.5	1	1
16883254351925872737	7864	16	1	1	7864	1	10	1	1
582745649369829283	1	1	1	1	1	1	1	1	1
9474191192779675928	54577	166	139	6514	40060	7867	695.5	1	1
4832806576038855350	1	1	1	1	1	1	1	1	1
5263311467282244443	1	1	1	1	1	1	1	1	1
17692629055980859056	290774	77.5	101614	4123	44668	140372	7883.5	1	1
3377180327154537387	7412.5	16	1	1000	6413.5	1	130	1	1
17195934101826180029	91495	100	23746	5629	36625	25498	482.5	1	1
17998932640058421974	1	1	1	1	1	1	1	1	1
5936404107661888430	1	1	1	1	1	1	1	1	1
10557218906947327083	1	1	1	1	1	1	1	1	1
9174614988642122980	31562.5	17.5	17.5	757	7873	22918	46	1	1
8002958019778541346	1	1	1	1	1	1	1	1	1
17572846751205820905	293678	169	70231	35522.5	58957	128971	977.5	1	1
13052602122854581730	298230	43	1	1	9499	288732	5654.5	1	1
8964951769973126298	28358.5	40	5570.5	1	3949	18841	67	1	1
17530804990381802349	208	5.5	1	25	1	184	1	1	1
5717684710523139118	17563	5.5	1	4415.5	13034.5	115	601	1	1
250174739392265359	1	1	1	1	1	1	1	1	1
9522777932344972642	1	1	1	1	1	1	1	1	1
267326434255072413	1	1	1	1	1	1	1	1	1
14918948300378942011	1	1	1	1	1	1	1	1	1
12060679556771705798	1	1	1	1	1	1	1	1	1
7520404235980243610	1	1	1	1	1	1	1	1	1
10028695923625158595	1	1	1	1	1	1	1	1	1
523427101229083288	1	1	1	1	1	1	1	1	1
511242637159968766	100992	85	7205.5	37040.5	29285.5	27463	124	1	1
4037504361399253501	1	1	1	1	1	1	1	1	1
9618783850284402458	1	1	1	1	1	1	1	1	1
9386426583830766545	226716	55	3548.5	27907	26518	168745	1709.5	1	1
495964964662277172	1	1	1	1	1	1	1	1	1
15956371075827275167	9667	29.5	4432	1	757	4480	1	1	1
16519742485546128001	4535.5	7	1927	1	1	2609.5	1	1	1
4708411467230089424	1	1	1	1	1	1	1	1	1
7838932031738940756	1	1	1	1	1	1	1	1	1
3774187571523657352	36203.5	31	12521.5	22099	1585	1	158.5	1	1
3017610283503950011	1	1	1	1	1	1	1	1	1
11359356396866768384	128762	43	42833.5	1	10174	75757	1696	1	1
16079452157536225128	181156	238	1	35744.5	30440.5	114973	2071	1	1
8854629450156057186	1	1	1	1	1	1	1	1	1
13422801400972052911	1	1	1	1	1	1	1	1	1
9788382932194863985	6557.5	8.5	1	1	1	6557.5	1	1	1
17249601108980837037	1	1	1	1	1	1	1	1	1
6645038238966640467	10511.5	10	1	3421	2867.5	4225	1	1	1
4843097160949529367	469166	115	47977	1943.5	74264.5	344984	22175.5	1	1
15572726298216711110	1	1	1	1	1	1	1	1	1
5161113419795892608	1	1	1	1	1	1	1	1	1
15449687298783733599	1	1	1	1	1	1	1	1	1
872037542846060887	1	1	1	1	1	1	1	1	1
14625425765930686536	1	1	1	1	1	1	1	1	1
6774211038929113550	1	1	1	1	1	1	1	1	1
8304981430464350478	1	1	1	1	1	1	1	1	1
1240263132871406653	1	1	1	1	1	1	1	1	1
14709347312677811776	380768	76	220	43483	12775	324294	12877	1	1
7265639694362602812	51544	41.5	15494.5	4897	8854	22301.5	896.5	1	1
14594033360987599534	198904	176.5	67649.5	31630	57661	41966.5	586	1	1
13075394126734682921	1	1	1	1	1	1	1	1	1
5862876096808372146	638245	151	6068.5	128382	257218	246580	12268	1	1
9722095313877028527	170.5	4	125.5	46	1	1	1	1	1
12539156117620663388	29974	40	883	6544	12566.5	9983.5	721	1	1
9799570288929169448	1	1	1	1	1	1	1	1	1
1827804620659307243	1	1	1	1	1	1	1	1	1
12939793342414244679	1	1	1	1	1	1	1	1	1
17119387984339913073	1	1	1	1	1	1	1	1	1
3979281757272986339	1	1	1	1	1	1	1	1	1
15115236345460150234	1	1	1	1	1	1	1	1	1
16626301295898407383	1	1	1	1	1	1	1	1	1
15915915953101333612	18535	46	3506.5	1357	8977	4697.5	1	1	1
1147559993930179639	1	1	1	1	1	1	1	1	1
5524468503455611629	3001	13	1	11.5	371.5	2620	4	1	1
6484602615505977988	578.5	11.5	1	332.5	74.5	173.5	1	1	1
14777152535415473385	272.5	2.5	1	272.5	1	1	1	1	1
17281914238037154669	1	1	1	1	1	1	1	1	1
14370129334719343551	1	1	1	1	1	1	1	1	1
18236317268298905310	1	1	1	1	1	1	1	1	1
3518999966424206155	1	1	1	1	1	1	1	1	1
6865898899268821484	1	1	1	1	1	1	1	1	1
15013628362284722984	3611.5	14.5	1	262	3350.5	1	4	1	1
5498698768917194498	1	1	1	1	1	1	1	1	1
2553720797975822005	1	1	1	1	1	1	1	1	1
14835511236248894357	57524.5	65.5	4171	145	23167	30044.5	274	1	1
7360159349298234649	305.5	4	1	305.5	1	1	7	1	1
6936760103980435484	25136.5	41.5	923.5	6856	15959.5	1400.5	1994.5	1	1
12237730559658943423	1	1	1	1	1	1	1	1	1
13448139641513126000	7268.5	38.5	5.5	656.5	5986	623.5	1	1	1
13528995133043575527	6352	22	338.5	1	4132	1883.5	14.5	1	1
9045278576242683226	55120	38.5	1	25564	29060.5	497.5	458.5	1	1
17140975052439070320	1	1	1	1	1	1	1	1	1
17739977212364779713	6262	11.5	2434	1889.5	1579	362.5	2.5	1	1
4460156173484695819	63332.5	68.5	1	3289	19162	40883.5	1577.5	1	1
9549275196426339405	18257.5	19	1	1078	13094.5	4087	1	1	1
6001958205004890160	1	1	1	1	1	1	1	1	1
5666164225454905168	34666	7	22189	11035	1444	1	161.5	1	1
2610866273396287766	2792.5	8.5	1	1	2792.5	1	52	1	1
16728786804173198824	1	1	1	1	1	1	1	1	1
18054374204186174507	1	1	1	1	1	1	1	1	1
13182164381618542716	1	1	1	1	1	1	1	1	1
13142459683912980664	668.5	11.5	1	22	1	647.5	2.5	1	1
17417340694767627654	10849	25	1	2323	7396	1132	1	1	1
16357113965787754211	1	1	1	1	1	1	1	1	1
9459295058256697264	1	1	1	1	1	1	1	1	1
377601430713766550	1	1	1	1	1	1	1	1	1
15048592009971863747	1	1	1	1	1	1	1	1	1
11340105493000642078	847	2.5	1	1	1	847	10	1	1
6922420169403545772	136	7	1	64	73	1	4	1	1
7462255794393142991	4336	19	1	1	104.5	4232.5	53.5	1	1
6673966985131096817	1	1	1	1	1	1	1	1	1
5090240249310184549	1	1	1	1	1	1	1	1	1
16468255410277516040	4172.5	5.5	1	1	1	4172.5	1	1	1
7772053764852873547	14756.5	58	545.5	3985	1537	8692	2.5	1	1
615035449874912486	64049.5	56.5	740.5	8002	28672	26638	838	1	1
5218905290164995038	1700.5	5.5	17.5	1	1684	1	11.5	1	1
3712331756862193521	4301.5	11.5	1	2225.5	2077	1	10	1	1
11705665259852514457	1	1	1	1	1	1	1	1	1
9770621813126855870	15757	22	2567.5	1	10142.5	3049	175	1	1
1612868696946788348	3532	5.5	1	1	907	2626	56.5	1	1
9962974279668493943	515532	259	34000	12595	124308	344632	14509	1	1
11769631219392390872	7640.5	13	1	4283.5	2855.5	503.5	403	1	1
11872742316316019511	4886.5	19	1493.5	235	1103.5	2057.5	7	1	1
6779222206101445371	1	1	1	1	1	1	1	1	1
4326888734285765807	1	1	1	1	1	1	1	1	1
17022916897872399427	6406	17.5	4435	49	151	1774	44.5	1	1
15425344630239462817	1	1	1	1	1	1	1	1	1
8893928597474808852	4856.5	5.5	1	1	2749	2108.5	1	1	1
7208506125969051413	1	1	1	1	1	1	1	1	1
8972877082334955193	1	1	1	1	1	1	1	1	1
2474843314143744747	1	1	1	1	1	1	1	1	1
17535500403142975289	1	1	1	1	1	1	1	1	1
1037430056783128192	1	1	1	1	1	1	1	1	1
71671206051851324	1	1	1	1	1	1	1	1	1
1677517490109478567	1	1	1	1	1	1	1	1	1
7653127536621686517	3389.5	7	1	224.5	284.5	2882.5	97	1	1
10002726254556576094	601	5.5	1	1	232	370	1	1	1
15027744957309257587	383.5	8.5	235	1	95.5	55	1	1	1
16478253248930650934	1	1	1	1	1	1	1	1	1
3846033904991961890	1	1	1	1	1	1	1	1	1
12441222046039559807	1	1	1	1	1	1	1	1	1
9359944589959527272	1	1	1	1	1	1	1	1	1
15482159072406257258	1	1	1	1	1	1	1	1	1
7192422406177391521	10900	16	1	2681.5	3005.5	5215	2.5	1	1
13956893223083382305	61774	50.5	2353	18521.5	11185	29717.5	2573.5	1	1
15596424514926685300	1	1	1	1	1	1	1	1	1
2885630145408106235	1067.5	10	1	104.5	602.5	362.5	1	1	1
2536482668154457022	43255	58	1	3106	15043	25108	25	1	1
16562214211784037309	662.5	2.5	1	1	662.5	1	8.5	1	1
1453883478868733654	1	1	1	1	1	1	1	1	1
11770196984804555772	1	1	1	1	1	1	1	1	1
4694665846659879726	1	1	1	1	1	1	1	1	1
6665122086359902233	1918	5.5	1	782.5	1136.5	1	1	1	1
14670918886312768215	479094	125.5	218868	69122.5	60731.5	130375	11188	1	1
519855829369568654	1	1	1	1	1	1	1	1	1
12138335867229183189	1	1	1	1	1	1	1	1	1
4020803834319845834	1	1	1	1	1	1	1	1	1
1229580206357175013	446.5	5.5	1	1	446.5	1	4	1	1
2114484470823460212	55759	17.5	1	8038	47722	1	5.5	1	1
1835605336122204496	64934.5	136	2386	6406	25123	31022.5	638.5	1	1
12290170565996308286	8.5	2.5	1	1	8.5	1	1	1	1
15353357902980596987	12562	13	1	10226.5	2336.5	1	184	1	1
12863069690138655177	1	1	1	1	1	1	1	1	1
4586727943325254025	1	1	1	1	1	1	1	1	1
13339515699218102144	1204	13	58	1	1	1147	1	1	1
13500525525169845540	6236.5	7	1	4631.5	710.5	896.5	1	1	1
16062636276176147761	53686	34	1	1	14963.5	38723.5	34	1	1
3444340423509789805	5720.5	5.5	1	1	2893	2828.5	1	1	1
18185350214803913699	1	1	1	1	1	1	1	1	1
14120081047540112643	5638	22	1	1	407.5	5231.5	1	1	1
17134526851444463007	1594	8.5	1	122.5	1	1472.5	107.5	1	1
9103259462605739580	182200	71.5	11558.5	99680.5	57050.5	13913.5	2566	1	1
17834799930451717725	29714.5	28	6476.5	470.5	6319	16451.5	154	1	1
14975597755406774684	1	1	1	1	1	1	1	1	1
17339382886276556757	1	1	1	1	1	1	1	1	1
5291014304427990660	1	1	1	1	1	1	1	1	1
6231044754734794354	1	1	1	1	1	1	1	1	1
15431587426117750571	1	1	1	1	1	1	1	1	1
12268701036107282908	1	1	1	1	1	1	1	1	1
4431902921181901654	1	1	1	1	1	1	1	1	1
6639778953725769096	73793.5	100	1	29932	19025.5	24838	298	1	1
12923470571478782199	40084	38.5	2584	1184.5	1363	34955.5	55	1	1
15070969724434617991	1	1	1	1	1	1	1	1	1
11353009110690359160	40844.5	28	1	13	3827.5	37006	1	1	1
12267713245409901573	50680	50.5	1	6323.5	17009.5	27349	1	1	1
5720963813152997685	276990	457	103760	42433	51997	78802	16	1	1
3587213940228709979	148696	38.5	63932.5	12734.5	35897.5	36134.5	1	1	1
796958525155869500	168522	67	8410	15404.5	59876.5	84833.5	3133	1	1
17815789838528038967	9004	46	1	2774.5	682	5549.5	28	1	1
1189300893847257103	1	1	1	1	1	1	1	1	1
6816273121213772187	1	1	1	1	1	1	1	1	1
2981028144328631994	1	1	1	1	1	1	1	1	1
4065354727401644116	172	2.5	1	1	172	1	1	1	1
18331774808453627068	13037.5	22	1	1898.5	9803.5	1337.5	460	1	1
8011399701467770761	1	1	1	1	1	1	1	1	1
17786246738291789001	1	1	1	1	1	1	1	1	1
9610997653401989513	1432	4	1432	1	1	1	11.5	1	1
105534369717327356	1.44357e+06	125.5	504704	334504	163800	440568	28366	1	1
1256864076878223700	52955.5	35.5	1844.5	7084	24022	20008	7	1	1
6714898040574343085	11.5	2.5	1	1	1	11.5	1	1	1
2728379108443903321	1	1	1	1	1	1	1	1	1
14338533098520141175	1	1	1	1	1	1	1	1	1
16032230675456397552	1	1	1	1	1	1	1	1	1
12187108162603443885	1	1	1	1	1	1	1	1	1
18219428428592288579	1	1	1	1	1	1	1	1	1
8947537723564783830	14842	70	1	9836.5	4981	26.5	68.5	1	1
1497977244306783994	1	1	1	1	1	1	1	1	1
3125602562471508485	79310.5	16	1	1	32933.5	46378	106	1	1
7383614041435463971	86.5	7	17.5	58	1	13	58	1	1
13986359423697397756	30877	10	4714	2500	3266.5	20399.5	1	1	1
18320384831385829920	152202	58	14668	29185	42256	66095.5	232	1	1
8361168314960495738	3545.5	5.5	1	788.5	2758	1	1	1	1
3422893767900050869	4801	10	1	1	2657.5	2144.5	1	1	1
16970907317249999025	5603.5	16	1	1	2989	2615.5	29.5	1	1
1613610646763525085	11285.5	17.5	223	490	10574.5	1	13	1	1
15892266041306013892	25036	19	1	7979.5	17000.5	58	338.5	1	1
6040234712716966397	48092.5	13	17338	9961	1	20795.5	1496.5	1	1
11532149919742006625	1	1	1	1	1	1	1	1	1
11695765848102241281	1	1	1	1	1	1	1	1	1
13109359882196879440	575602	68.5	1	52223.5	133948	389432	5552.5	1	1
4066432941166875956	22252	23.5	1	695.5	9991	11567.5	59.5	1	1
312580670118138321	706964	62.5	158869	21295	65009.5	461794	22999	1	1
4542194632764116124	596796	109	70021	3236.5	74111.5	449430	15283	1	1
3142325722740074350	1	1	1	1	1	1	1	1	1
772551235137274555	6727	14.5	1	1	5609.5	1118.5	1	1	1
18250985374990784022	1	1	1	1	1	1	1	1	1
2454283251376682509	1	1	1	1	1	1	1	1	1
15123202672423303422	1	1	1	1	1	1	1	1	1
7097746693532611640	1	1	1	1	1	1	1	1	1
17125626320370431453	23785	68.5	1	14077	8525.5	1184.5	11.5	1	1
5113206646773228566	1	1	1	1	1	1	8.5	1	1
9815564106453972898	1	1	1	1	1	1	1	1	1
6123353520670911107	1	1	1	1	1	1	1	1	1
7414226308913471163	1	1	1	1	1	1	1	1	1
14342341391911468581	107.5	2.5	1	107.5	1	1	1	1	1
4185240870490680980	3086.5	5.5	1	2906.5	181	1	34	1	1
18263855554951677557	1	1	1	1	1	1	1	1	1
4884175068312032612	1	1	1	1	1	1	1	1	1
3204246829388879867	14203	32.5	5542	37	5153.5	3473.5	203.5	1	1
7204725505007708394	206860	52	1	150432	56429.5	1	2165.5	1	1
16954543111555307899	72998.5	70	1682.5	4966	5638	60715	769	1	1
7043079257991461061	1	1	1	1	1	1	1	1	1
8206344041517650538	82567	38.5	6725.5	1	1154.5	74689	2008	1	1
6064245455908382139	1	1	1	1	1	1	1	1	1
12612861754988730245	1	1	1	1	1	1	1	1	1
7240382017023882623	1	1	1	1	1	1	1	1	1
15584572781309542122	1	1	1	1	1	1	1	1	1
1767639522176581591	1	1	1	1	1	1	1	1	1
8419484944867047682	21029.5	62.5	2375.5	649	2447.5	15560.5	40	1	1
8511645158069504581	6874	23.5	1	1	2989	3886	1	1	1
7730935848203226282	1	1	1	1	1	1	1	1	1
4670779866935162042	4873	14.5	1	782.5	4091.5	1	10	1	1
709101473313813235	75086.5	67	1	40679.5	22295.5	12113.5	211	1	1
17329488668433719735	2836	13	563.5	1084	433	758.5	1	1	1
7691883916400744332	1	1	1	1	1	1	1	1	1
14013376581987829416	1	1	1	1	1	1	1	1	1
15474029004392156864	97181.5	37	3775	1	59636.5	33772	835	1	1
7360908665276017254	1	1	1	1	1	1	1	1	1
11850452449502412915	55423	61	44528.5	391	4055.5	6451	734.5	1	1
12249635800026038975	27968.5	22	11305	1	9043	7622.5	32.5	1	1
16490223636178150128	32933.5	49	11978.5	1217.5	11648.5	8092	1118.5	1	1
14941148092715453208	73076.5	77.5	1	17126.5	24545.5	31406.5	431.5	1	1
8991658466653219165	1	1	1	1	1	1	1	1	1
5757841034815720035	1	1	1	1	1	1	1	1	1
4584887568126178124	1	1	1	1	1	1	1	1	1
11176674026563420573	1	1	1	1	1	1	1	1	1
17298811764040637891	1	1	1	1	1	1	1	1	1
16911960710798749345	509389	68.5	1	50791	142462	316138	18854.5	1	1
5360695405859693627	1	1	1	1	1	1	1	1	1
12054200451208478859	25882	32.5	9508	1658.5	2974	11744.5	11.5	1	1
2415966251403995157	1	1	1	1	1	1	1	1	1
14917667712078283958	21662.5	17.5	1	13217.5	8396.5	50.5	484	1	1
15238888293834080164	1	1	1	1	1	1	1	1	1
8417114337815433776	31145.5	43	1	4873	21769	4505.5	4	1	1
17721682183280162460	355	4	1	1	355	1	1	1	1
976366805796146716	836.5	4	1	236.5	1	601	7	1	1
3938398462527345246	3577	5.5	1	1	3325	253	1	1	1
11305050460542246586	1	1	1	1	1	1	1	1	1
15123572963608322094	36059.5	37	1	3919	5204.5	26938	14.5	1	1
8556167123469486345	1	1	1	1	1	1	1	1	1
5449062665995627703	17645.5	26.5	1319.5	3001	461.5	12866.5	56.5	1	1
4137300190823351318	1	1	1	1	1	1	1	1	1
2424242258078399002	1	1	1	1	1	1	1	1	1
2447963328203970121	1	1	1	1	1	1	1	1	1
1609551810170641111	1	1	1	1	1	1	1	1	1
9928309442324045692	2045.5	7	1	1	2045.5	1	19	1	1
17157237241835831443	6607	10	2470	1045	1	3094	35.5	1	1
8078981638137438540	1	1	1	1	1	1	1	1	1
18104564108035677436	7208.5	17.5	1	949	3602.5	2659	148	1	1
1595441835759699279	2675.5	5.5	2675.5	1	1	1	1	1	1
13309039359820570390	19	2.5	1	1	1	19	1	1	1
15465818465786259941	969613	340	29579.5	42593.5	341155	556288	15089.5	1	1
761139576338199251	1	1	1	1	1	1	1	1	1
15397004220135165717	1	1	1	1	1	1	1	1	1
10479228287609536129	1	1	1	1	1	1	1	1	1
16824193871501513582	54817	98.5	3925	6512.5	18110.5	26272	2.5	1	1
8963123378971817479	1090	2.5	1	1	1	1090	28	1	1
15502105708689536654	60208	97	6514	13217.5	33433	7046.5	292	1	1
4971022744560580611	1	1	1	1	1	1	1	1	1
17693695114793132338	35108.5	52	1	6341.5	26723.5	2045.5	1033	1	1
1205408311823398066	3145	16	1609	523	205	811	2.5	1	1
17000550434671138706	1	1	1	1	1	1	1	1	1
10316309588676025789	1	1	1	1	1	1	1	1	1
14593601528760693834	1	1	1	1	1	1	1	1	1
8935541602763109733	12599.5	11.5	1	1	9388	3212.5	449.5	1	1
3002444589244230782	237432	107.5	5323	55402	151260	25450	2083	1	1
2774976794187487041	5251	8.5	4661.5	1	46	545.5	1	1	1
6256013726034289479	29032	16	20609.5	1	1	8423.5	982	1	1
9187444582673924214	1	1	1	1	1	1	1	1	1
16378700974415875150	1	1	1	1	1	1	1	1	1
17629474281674885361	1	1	1	1	1	1	1	1	1
2660300177402812552	1	1	1	1	1	1	1	1	1
2077078867935819579	1	1	1	1	1	1	1	1	1
13679149961547618423	1	1	1	1	1	1	1	1	1
12100433216459126722	6334	5.5	1	1	5939.5	395.5	373	1	1
15888850042933689557	1	1	1	1	1	1	1	1	1
17587823111385134134	851.5	8.5	1	1	818.5	34	1	1	1
8296564567059103897	854.5	4	1	1	1	854.5	1	1	1
10398007602184979247	10562.5	25	1	3458.5	2429.5	4676.5	10	1	1
14041271717437492675	6085	17.5	68.5	1	2138.5	3880	13	1	1
775797062087285974	2677	8.5	1	1	706	1972	11.5	1	1
10855822984897868667	68566	83.5	30932.5	2080	17867.5	17689	31	1	1
2750296430093549443	167484	122.5	1	1300	10397.5	155788	1889.5	1	1
3440811769953801411	1	1	1	1	1	1	1	1	1
257044479445383272	1	1	1	1	1	1	1	1	1
6316403885122183173	1	1	1	1	1	1	1	1	1
10669873334962475161	1	1	1	1	1	1	1	1	1
8343033247737045182	245443	170.5	9157	21352	85024	129913	3820	1	1
792570627921296429	56207.5	38.5	8150.5	1	18053.5	30005.5	200.5	1	1
14800167407886529232	1	1	1	1	1	1	1	1	1
13686494224373685706	1	1	1	1	1	1	1	1	1
2611305553581616663	28742.5	14.5	5815	1	1	22928.5	1177	1	1
13368670452830913950	1	1	1	1	1	1	1	1	1
5063295576354775286	773944	91	3227.5	326420	164773	279526	19222	1	1
14807439475746091143	391	2.5	1	1	391	1	4	1	1
17443757772834561473	80.5	2.5	1	1	1	80.5	1	1	1
17469716442995346170	41762.5	85	460	24475	10112.5	6718	304	1	1
12921613765356893667	15806.5	29.5	7264	1379.5	1	7165	1036	1	1
14757590174025376907	1	1	1	1	1	1	1	1	1
8508596223740094759	1	1	1	1	1	1	1	1	1
16422382454896137810	1	1	1	1	1	1	1	1	1
14653560344063007423	1	1	1	1	1	1	1	1	1
10736847738226121258	1	1	1	1	1	1	1	1	1
5099836680839445469	3493	7	1	3493	1	1	1	1	1
1909417421080940733	1	1	1	1	1	1	1	1	1
3140874409382199356	1	1	1	1	1	1	1	1	1
8195909163963140198	1	1	1	1	1	1	1	1	1
7122676606755295190	1	1	1	1	1	1	1	1	1
6070120256305105345	211	2.5	1	1	1	211	1	1	1
395000709905108358	17263	8.5	83.5	1474	1	15707.5	164.5	1	1
5972312521393848089	2302	7	1	938.5	1364.5	1	1	1	1
10398155558081144795	24829	20.5	1	4762	3274	16795	274	1	1
14713239011804512840	2936.5	4	1	2270.5	667	1	1	1	1
5545059479594465306	1	1	1	1	1	1	1	1	1
12014898877616381003	1	1	1	1	1	1	1	1	1
6672574774376214397	1	1	1	1	1	1	1	1	1
530217187598649493	68158	92.5	2594.5	4943.5	27688	32935	268	1	1
65842480023346160	1	1	1	1	1	1	1	1	1
12950672527863059444	994219	65.5	371186	76022.5	46171	500842	27520	1	1
2740732901132987228	71.5	4	1	1	1	71.5	1	1	1
12031213610598215981	677.5	8.5	1	11.5	472	196	1	1	1
274363678373125254	10	2.5	1	1	10	1	1	1	1
13693546578800781504	206.5	2.5	1	1	1	206.5	1	1	1
3148126310416917031	135008	134.5	1	52904.5	72439	9667	1043.5	1	1
15170620126114555595	1	1	1	1	1	1	1	1	1
14952939968028246245	1	1	1	1	1	1	1	1	1
10803033152285783635	419620	59.5	20219.5	1	16997.5	382405	6047.5	1	1
11682757294561681719	55	2.5	1	1	1	55	1	1	1
16695341390548495255	1	1	1	1	1	1	1	1	1
15988281976518809546	499	2.5	1	1	499	1	1	1	1
2022362218801965951	1	1	1	1	1	1	1	1	1
16250610945496821719	11591.5	52	1	2618.5	3515.5	5459.5	104.5	1	1
11709959914183294432	276462	85	76996	32536	14315.5	152617	7517.5	1	1
6933056179423364544	1	1	1	1	1	1	1	1	1
14852519005985394959	1	1	1	1	1	1	1	1	1
12620260354460886254	1	1	1	1	1	1	1	1	1
8309595225684559727	74.5	2.5	1	1	74.5	1	1	1	1
15353455873359502764	116366	64	34453	1199.5	42419.5	38297.5	1283.5	1	1
12236636630577615147	2276.5	7	1886.5	391	1	1	4	1	1
11443602124008451803	74.5	2.5	1	1	74.5	1	1	1	1
16651615938943737748	83041	40	33941.5	5182	29503	14417.5	2788	1	1
6153568336340750460	1	1	1	1	1	1	1	1	1
1488185029287837849	1	1	1	1	1	1	1	1	1
8135574342109019826	1	1	1	1	1	1	1	1	1
2751643675077940354	1	1	1	1	1	1	1	1	1
13280739472730724871	1	1	1	1	1	1	1	1	1
9513999573336150516	1	1	1	1	1	1	1	1	1
14915222074835477356	1	1	1	1	1	1	1	1	1
5852043584804311652	3476.5	5.5	1	1	3476.5	1	1	1	1
9425311499404214349	214562	46	11318.5	1177	46993	155077	11788	1	1
7414747021661782647	1	1	1	1	1	1	1	1	1
4538230559511872892	99923.5	85	3959.5	7511.5	25549	62906.5	64	1	1
9437670939073442004	117120	127	27193	47194	18821.5	23914	1723	1	1
15521528210646302042	1	1	1	1	1	1	1	1	1
10213291888941378706	6866.5	10	1	1	1501	5366.5	4	1	1
11069496847018490418	4234	16	607	1	143.5	3485.5	2.5	1	1
18135624012274071315	1	1	1	1	1	1	1	1	1
17125038427568254317	1	1	1	1	1	1	1	1	1
1690542747027291789	269.5	2.5	1	1	1	269.5	1	1	1
4336247352223778615	1	1	1	1	1	1	1	1	1
9635421305442008296	2282.5	2.5	1	1	2282.5	1	1	1	1
1569698456089071487	49289.5	115	1	4732	10165	34394.5	16	1	1
8823253564591683499	36818.5	28	1	1	7207	29612.5	20.5	1	1
11159216730025757874	3877	20.5	2396.5	1	638.5	844	64	1	1
6128772998293150340	1	1	1	1	1	1	1	1	1
8501253406390941921	1	1	1	1	1	1	1	1	1
3108827984904279222	20684.5	44.5	10883.5	1	3959.5	5843.5	82	1	1
2173992856229612194	90214	53.5	1	12137.5	31745.5	46333	2476	1	1
12993445408127634574	1528	10	1	1055.5	1	473.5	10	1	1
11742183307350645696	2858.5	4	1	1	2858.5	1	1	1	1
4239676390891980754	506944	92.5	1768	1775.5	124222	379182	3823	1	1
16760575649159659820	118840	74.5	30136	5074	18499	65134	686.5	1	1
12033803651424779294	1	1	1	1	1	1	1	1	1
15205927435722549745	1	1	1	1	1	1	1	1	1
5721770164733224394	1	1	1	1	1	1	1	1	1
3672346370564482944	5540.5	10	3796	1	1202.5	544	1	1	1
2265112794887490943	1118.5	5.5	1	1	1118.5	1	1	1	1
1032180655876811297	1	1	1	1	1	1	1	1	1
13406051252003237113	1	1	1	1	1	1	1	1	1
8278408785812100649	52507	55	1	9745	33010	9754	715	1	1
16960127586049050331	1	1	1	1	1	1	1	1	1
15874397567786571045	1	1	1	1	1	1	1	1	1
1297525619347628614	1	1	1	1	1	1	1	1	1
5460176283509095891	1	1	1	1	1	1	1	1	1
5150823224573344894	44933.5	88	1	14227	21737.5	8971	5.5	1	1
8503758439739185986	1	1	1	1	1	1	1	1	1
3439299658021248295	5246.5	13	1	44.5	3460	1744	1	1	1
16137065942968830409	2333.5	11.5	1118.5	1	722.5	494.5	2.5	1	1
4756722310871139650	95660.5	50.5	9602.5	1	11641	74419	100	1	1
6416745640084218252	1	1	1	1	1	1	1	1	1
4796258401449070835	1	1	1	1	1	1	1	1	1
11211861774508029377	1	1	1	1	1	1	1	1	1
7189382864252317480	1	1	1	1	1	1	1	1	1
8428859770096637252	466	2.5	1	1	1	466	1	1	1
10991648722558156041	352	2.5	1	1	1	352	7	1	1
9125185608023950090	1	1	1	1	1	1	1	1	1
4477716336205849670	24428.5	14.5	20594.5	1	1	3835	61	1	1
10250604682044832110	731.5	5.5	445	182.5	1	106	37	1	1
7707931918953009118	1	1	1	1	1	1	1	1	1
16991922972593255810	1	1	1	1	1	1	1	1	1
3560963317225527662	1	1	1	1	1	1	1	1	1
7298321188943065765	1	1	1	1	1	1	1	1	1
10838834591739623702	1	1	1	1	1	1	1	1	1
16605026590927752828	22	2.5	1	22	1	1	1	1	1
8020586838196038337	1	1	1	1	1	1	1	1	1
4981988255176878451	43147	101.5	1	5650	21445	16054	200.5	1	1
14589652901410520672	958	7	1	1	598	361	1	1	1
4417178542146122115	139147	152.5	2008	20623	98950	17569	32.5	1	1
1144333476503217090	1	1	1	1	1	1	1	1	1
9510705309609149125	1	1	1	1	1	1	1	1	1
7166155870524644058	1	1	1	1	1	1	1	1	1
16886822222828602962	1	1	1	1	1	1	1	1	1
12243559334619462240	221293	74.5	22222	64154.5	50675.5	84244	490	1	1
16329350768142227738	1108	11.5	1	79	652	379	1	1	1
18393030491796841689	1	1	1	1	1	1	1	1	1
13783391418674054914	1	1	1	1	1	1	1	1	1
6609664301915165671	1	1	1	1	1	1	1	1	1
